BuyerRef;DeliveryDate;TotalPrice;PaymentDuration
1039;2012-06-18;27429;23
1069;2012-06-19;25016;4
1042;2012-06-19;21994;22
1087;2012-06-19;22508;15
1035;2012-06-19;22323;17
1015;2012-06-19;23937;14
1025;2012-06-19;26174;22
1042;2012-06-19;19157;22
1014;2012-06-19;21446;28
1039;2012-06-19;24171;22
1081;2012-06-19;23656;24
1071;2012-06-20;24006;6
1093;2012-06-20;22822;7
1073;2012-06-20;21610;7
1051;2012-06-20;27080;6
1064;2012-06-20;19831;7
1070;2012-06-20;19210;12
1022;2012-06-20;25547;17
1019;2012-06-20;24619;26
1087;2012-06-20;25902;20
1058;2012-06-20;22245;15
1038;2012-06-20;27741;21
1059;2012-06-20;24416;19
1056;2012-06-20;20594;15
1081;2012-06-20;18865;22
1092;2012-06-20;26564;29
1014;2012-06-20;19788;26
1064;2012-06-21;27010;5
1083;2012-06-21;26234;6
1069;2012-06-21;22663;6
1073;2012-06-21;23779;6
1076;2012-06-21;19873;23
1033;2012-06-21;21478;16
1004;2012-06-21;23025;19
1086;2012-06-21;27735;16
1071;2012-06-22;23812;7
1001;2012-06-22;22913;7
1075;2012-06-22;27459;7
1051;2012-06-22;19832;6
1089;2012-06-22;22681;13
1008;2012-06-22;24688;24
1003;2012-06-22;24800;19
1044;2012-06-22;20280;21
1027;2012-06-22;23451;20
1099;2012-06-22;22766;19
1028;2012-06-22;27719;30
1081;2012-06-22;19298;19
1039;2012-06-22;25599;22
1028;2012-06-22;18620;25
1064;2012-06-23;20080;7
1075;2012-06-23;19365;6
1075;2012-06-23;19728;4
1088;2012-06-23;18608;20
1008;2012-06-23;24194;20
1058;2012-06-23;19213;19
1067;2012-06-23;19170;18
1048;2012-06-23;25962;16
1016;2012-06-23;22352;12
1074;2012-06-23;26397;21
1087;2012-06-23;26170;15
1035;2012-06-23;18470;25
1028;2012-06-23;23307;31
1002;2012-06-24;20952;17
1057;2012-06-24;22365;19
1018;2012-06-24;19797;15
1085;2012-06-24;19283;24
1040;2012-06-24;23056;22
1037;2012-06-24;22575;18
1040;2012-06-24;26162;19
1014;2012-06-24;27376;22
1081;2012-06-24;24549;26
1095;2012-06-25;19599;5
1024;2012-06-25;22644;6
1098;2012-06-25;18248;6
1064;2012-06-25;27530;7
1007;2012-06-25;23008;6
1091;2012-06-25;23075;23
1004;2012-06-25;23179;19
1066;2012-06-25;22676;14
1057;2012-06-25;20795;10
1043;2012-06-25;22516;18
1056;2012-06-25;21547;16
1096;2012-06-25;25451;13
1047;2012-06-25;23735;13
1033;2012-06-25;27811;17
1063;2012-06-25;19948;16
1099;2012-06-25;19623;21
1039;2012-06-25;25633;19
1024;2012-06-26;19098;6
1075;2012-06-26;23885;6
1075;2012-06-26;20324;5
1024;2012-06-26;22402;5
1070;2012-06-26;27484;16
1025;2012-06-26;18861;19
1072;2012-06-26;24896;18
1021;2012-06-26;24714;28
1018;2012-06-26;20986;17
1074;2012-06-26;23242;20
1021;2012-06-26;20730;21
1006;2012-06-26;24649;23
1091;2012-06-26;19492;24
1062;2012-06-27;18919;6
1001;2012-06-27;21749;6
1069;2012-06-27;18986;6
1030;2012-06-27;20809;6
1067;2012-06-27;19912;16
1088;2012-06-27;22016;18
1100;2012-06-27;21332;25
1004;2012-06-27;21249;14
1028;2012-06-27;22198;26
1039;2012-06-27;22572;24
1062;2012-06-28;26674;6
1075;2012-06-28;19612;7
1094;2012-06-28;21128;7
1030;2012-06-28;22722;7
1083;2012-06-28;27095;5
1069;2012-06-28;24884;6
1073;2012-06-28;20147;7
1020;2012-06-28;19609;15
1015;2012-06-28;25675;12
1076;2012-06-28;19911;17
1010;2012-06-28;27987;19
1036;2012-06-28;18448;27
1041;2012-06-28;23235;11
1047;2012-06-28;24001;22
1017;2012-06-28;21364;14
1028;2012-06-28;21694;30
1014;2012-06-28;19898;25
1073;2012-06-29;23307;6
1038;2012-06-29;27585;21
1026;2012-06-29;18854;18
1010;2012-06-29;22247;20
1088;2012-06-29;18105;16
1072;2012-06-29;22947;20
1043;2012-06-29;26420;21
1020;2012-06-29;25722;18
1081;2012-06-29;21481;24
1098;2012-06-30;24510;6
1047;2012-06-30;25929;24
1067;2012-06-30;18464;20
